cust_id,pred_prob
1,0.014872465973315891
2,0.036687306525549315
3,0.19418088473188563
4,0.0649735099469089
5,0.11850940327181654
6,0.005299612355534878
7,0.027929238665192677
8,0.026322214278600105
9,0.08841249508079645
10,0.03256485288309465
11,0.0898015213572745
12,0.06023578040638582
13,0.048487075231682206
14,0.043871995549163
15,0.0073221411321425485
16,0.02886561031168658
17,0.13595168906612634
18,0.051473521568327976
19,0.017134689279783444
20,0.05247680420216596
21,0.05560277474121734
22,0.05872680992259573
23,0.02436660804788162
24,0.05060874112409558
25,0.03703734141665509
26,0.056496033659899775
27,0.0076243433072653854
28,0.023710301703335417
29,0.13982605370909557
30,0.13363104154695593
31,0.0033150519180876964
32,0.018795783117335783
33,0.059209724536313464
34,0.006785191026987373
35,0.02755675414789128
36,0.055781014746983014
37,0.005148672898812722
38,0.04270463669673497
39,0.03684563257839337
40,0.08156575973964
41,0.04265234391651524
42,0.006175131755811436
43,0.02115393581393882
44,0.006401686002166647
45,0.016290697705041296
46,0.007495256280642503
47,0.009364619672332448
48,0.10167290495075668
49,0.025672972757153162
50,0.03271122733128293
51,0.08134521491559384
52,0.01543342603081682
53,0.035975594437080795
54,0.03285668702820472
55,0.024602338388995854
56,0.07134988992437179
57,0.06429151223122916
58,0.04080281571064971
59,0.008404671952784342
60,0.03532426536851603
61,0.11185855852223982
62,0.0075309225275323405
63,0.009909694903308374
64,0.09285063250321463
65,0.0572160804898315
66,0.018279466223136465
67,0.045941307796384626
68,0.15194881043038608
69,0.20285003163558263
70,0.08824058048899927
71,0.033186619550141225
72,0.033718848172342865
73,0.07447573203553358
74,0.061558388825202426
75,0.00720543317253514
76,0.012072442840105035
77,0.006001474813654399
78,0.03668619887167536
79,0.011820764043730558
80,0.10800106213103758
81,0.005612443801715234
82,0.057582435043955944
83,0.03983511193993814
84,0.10787747206307885
85,0.10264679426903522
86,0.03513387085442861
87,0.06067234981796497
88,0.051775131698991485
89,0.09010239194627549
90,0.041416981016511506
91,0.03290828753692217
92,0.04735237506372247
93,0.017325268066567614
94,0.04090764538797883
95,0.013304228372967674
96,0.005486518006025779
97,0.010254414297070424
98,0.06235179439816377
99,0.05115063244737981
100,0.059011709395116525
101,0.058271170668150386
102,0.06385850784311782
103,0.013324469791155466
104,0.09582048809648858
105,0.008405648864050957
106,0.11603208524544423
107,0.021527485796559474
108,0.2871887350327666
109,0.010463494557294896
110,0.014901844960767543
111,0.029968803268398774
112,0.12710928303287286
113,0.06831347909319446
114,0.04177904435069047
115,0.013294442499397402
116,0.023669150115177628
117,0.01784159309973069
118,0.0059533021998099305
119,0.05258367980783616
120,0.023747718923082736
121,0.006349476932215461
122,0.2559233666693786
123,0.047643093662337
124,0.005311086692928647
125,0.004889986505357023
126,0.11487184074919422
127,0.012416994072414016
128,0.004580796447636817
129,0.06063213418423504
130,0.10825295886344537
131,0.022980973491068934
132,0.04303019474592505
133,0.13498310685759682
134,0.29970631203031456
135,0.07529526621221291
136,0.08501581341214333
137,0.09155839705613635
138,0.07970928824275086
139,0.022675120326918808
140,0.042361443020358436
141,0.061927883628111406
142,0.008558286112950363
143,0.014668160885534054
144,0.02433164329989682
145,0.10701938972653674
146,0.018051858537166846
147,0.008009257219507277
148,0.021600736373360085
149,0.15918390463546891
150,0.051651830370491
151,0.04211596889605169
152,0.11470078419143032
153,0.03539715662192647
154,0.014770984422146822
155,0.013774120656934764
156,0.12017868712223144
157,0.10308163822047511
158,0.13401109186439653
159,0.017526726775542446
160,0.13655286152227392
161,0.0942623866910536
162,0.11382023119735417
163,0.07094178931234556
164,0.14920109790152045
165,0.05234266852239299
166,0.07882614401828712
167,0.09003250756829893
168,0.027038068432975695
169,0.0889639937215236
170,0.08295160855974974
171,0.01891778054246207
172,0.04419201200675535
173,0.1132178519231509
174,0.012380411675276959
175,0.048396059232153336
176,0.014855178944130906
177,0.010502706775302411
178,0.00425428920420018
179,0.14020947989923052
180,0.006578220585074026
181,0.050992298002120136
182,0.10406655785545134
183,0.1157331560075367
184,0.01735506082445585
185,0.015434456279784535
186,0.03502818846731943
187,0.15883155830951856
188,0.1235836738347908
189,0.019460302927907513
190,0.0435475626959219
191,0.04485603610761972
192,0.012831631588372059
193,0.009102054238319196
194,0.04963759617892459
195,0.015960053510460027
196,0.019133605263027452
197,0.043550901236581174
198,0.04392672107141135
199,0.014728089057213057
200,0.05696659699091364
201,0.044665390878651394
202,0.041215522650082326
203,0.03766809913046362
204,0.006342808490179441
205,0.05275676449940786
206,0.014504401735216358
207,0.014303074880487534
208,0.11838223714004471
209,0.05500141334038324
210,0.12130033594285977
211,0.03187746181321143
212,0.025139760494649017
213,0.01972399170701193
214,0.01261526253665184
215,0.11735999365978911
216,0.018035527290741964
217,0.04637136429734576
218,0.10391269714664808
219,0.07962303427954069
220,0.010352541976721103
221,0.08811260019545154
222,0.07625342804588665
223,0.02687794975025472
224,0.11786963883222078
225,0.04045877735727364
226,0.008242807770457506
227,0.16425601237358098
228,0.03040182783692237
229,0.021185025509799407
230,0.026453054343535034
231,0.0038786616226174127
232,0.06877185273565206
233,0.004105729218188224
234,0.11313485375198257
235,0.08073504473275632
236,0.008424229377874716
237,0.01383900950542079
238,0.016253162456232078
239,0.025311833521776843
240,0.09629085535563692
241,0.014726907585472963
242,0.1719767192984493
243,0.021007778715896007
244,0.00967930253838195
245,0.05034313934373565
246,0.05507434950911501
247,0.06482903190292945
248,0.07436128328959778
249,0.0068288431621005875
250,0.019969022518562366
251,0.09538085147834828
252,0.0046714961531733965
253,0.0052068374610155675
254,0.025669070888765525
255,0.11078611483630306
256,0.022033423880190015
257,0.0040578830133155075
258,0.07160931462080877
259,0.01869720273466514
260,0.010136653716315135
261,0.04340172208320956
262,0.014267125153019115
263,0.02827874800066638
264,0.008188521620990182
265,0.00830914927061113
266,0.16018983713600318
267,0.013183088044729126
268,0.07941682309985425
269,0.0064821838634122565
270,0.07348028348653994
271,0.09088854225572211
272,0.0062878228347166025
273,0.10510097658552325
274,0.01578950907371342
275,0.029688634043469782
276,0.15770922818793887
277,0.05092944484648507
278,0.008997826946410038
279,0.008870092011320163
280,0.04517580150713494
281,0.02667929136123997
282,0.06254636996322538
283,0.01646854257938323
284,0.0347544706417156
285,0.019204319431204035
286,0.12173763722009245
287,0.00592255127761163
288,0.14036460974041298
289,0.019860613699259972
290,0.004128261857439057
291,0.07792704043478921
292,0.021313268672180054
293,0.009024399002426974
294,0.027366631591049257
295,0.03432491887543454
296,0.15401064746298365
297,0.02773501881988113
298,0.15471597946215052
299,0.06357026044183313
300,0.029617872355399418
301,0.02554854828888246
302,0.035463963819264976
303,0.05085698921971989
304,0.12489880545536153
305,0.06362779188065983
306,0.11981264717127706
307,0.02464651573086491
308,0.02132220403262596
309,0.04717961235358277
310,0.053290356061396565
311,0.12008008953262561
312,0.025155161550935796
313,0.020494257267403587
314,0.07956647549360098
315,0.006524671507285873
316,0.013714398156516988
317,0.06686006241065738
318,0.009333280473070088
319,0.13874102392107407
320,0.04296631652913027
321,0.0211107727760469
322,0.06732105809452973
323,0.00483878783189846
324,0.00790578814981765
325,0.08068568292626711
326,0.0033328878571685237
327,0.053881149238321546
328,0.013209737480917071
329,0.08027116386844792
330,0.022567624784400178
331,0.11481303373281161
332,0.008247248902632972
333,0.007785574225169344
334,0.014551016801967125
335,0.0885412443950253
336,0.0312590762027988
