cust_id,pred_prob,,,
1,0.004308197,,,
2,0.001806085,,,
3,0.02052333,,,
4,0.003194195,,,
5,0.00153117,,,
6,0.000491768,,,
7,0.002316502,,,
8,0.004263829,,,
9,0.017562468,,,
10,0.001241614,,,
11,0.043603701,,,
12,0.004007158,,,
13,0.000985945,,,
14,0.004391089,,,
15,0.001249005,,,
16,0.001096465,,,
17,0.00151512,,,
18,0.005042111,,,
19,0.000489555,,,
20,0.019991553,,,
21,0.002125533,,,
22,0.001199925,,,
23,0.01959065,,,
24,0.010997804,,,
25,0.006745615,,,
26,0.006226261,,,
27,0.000245328,,,
28,0.000197867,,,
29,0.08190363,,,
30,0.03774306,,,
31,0.000137148,,,
32,0.002611662,,,
33,0.05802117,,,
34,0.00080951,,,
35,0.001202898,,,
36,0.050548947,,,
37,0.000359374,,,
38,0.002970244,,,
39,0.003202933,,,
40,0.012155397,,,
41,0.006548035,,,
42,5.40E-05,,,
43,0.001426192,,,
44,0.000599949,,,
45,0.002194102,,,
46,0.000233015,,,
47,0.000578549,,,
48,0.033256981,,,
49,0.001107695,,,
50,0.001076757,,,
51,0.00521051,,,
52,6.66E-05,,,
53,0.000520902,,,
54,0.001225626,,,
55,0.001621044,,,
56,0.080821878,,,
57,0.012275925,,,
58,0.000846209,,,
59,0.000165113,,,
60,0.001828668,,,
61,0.031891565,,,
62,0.000596879,,,
63,0.002520168,,,
64,0.006935168,,,
65,0.002001858,,,
66,0.005485092,,,
67,0.003888105,,,
68,0.222309872,,,
69,0.010747849,,,
70,0.026200351,,,
71,0.00247922,,,
72,0.00136866,,,
73,0.010576498,,,
74,0.007212226,,,
75,0.000336294,,,
76,0.001360169,,,
77,0.000569302,,,
78,0.007361063,,,
79,0.001624599,,,
80,0.043662122,,,
81,0.000854803,,,
82,0.020508023,,,
83,0.004006155,,,
84,0.056825704,,,
85,0.030073214,,,
86,0.0064008,,,
87,0.00537596,,,
88,0.012871525,,,
89,0.025620519,,,
90,0.004939433,,,
91,0.001792799,,,
92,0.017756213,,,
93,0.004450288,,,
94,0.004878195,,,
95,0.00034613,,,
96,0.001355611,,,
97,0.000594242,,,
98,0.009566444,,,
99,0.007437409,,,
100,0.003980673,,,
101,0.076618084,,,
102,0.028422814,,,
103,0.005284529,,,
104,0.013923567,,,
105,0.002073889,,,
106,0.001703726,,,
107,0.000886449,,,
108,0.16069233,,,
109,0.000549392,,,
110,0.000407043,,,
111,0.003643434,,,
112,0.092367647,,,
113,0.002261769,,,
114,0.005623216,,,
115,0.002104848,,,
116,0.001701331,,,
117,0.00057593,,,
118,0.000760493,,,
119,0.005043329,,,
120,0.001249225,,,
121,0.000694981,,,
122,0.028606285,,,
123,0.004344576,,,
124,0.00040574,,,
125,0.000119981,,,
126,0.011390508,,,
127,0.000124258,,,
128,0.000166107,,,
129,0.010270249,,,
130,0.048758472,,,
131,0.00159597,,,
132,0.002667073,,,
133,0.079750834,,,
134,0.158181393,,,
135,0.012958637,,,
136,0.009977453,,,
137,0.024643745,,,
138,0.091491855,,,
139,0.001800294,,,
140,0.002777257,,,
141,0.00387422,,,
142,0.001575762,,,
143,0.001352425,,,
144,0.000412689,,,
145,0.00345938,,,
146,0.004125172,,,
147,0.002510944,,,
148,0.000533982,,,
149,0.002408121,,,
150,0.002719738,,,
151,0.001858749,,,
152,0.016386826,,,
153,0.00148561,,,
154,0.00021451,,,
155,0.000507233,,,
156,0.108463979,,,
157,0.126062817,,,
158,0.141914543,,,
159,0.000987369,,,
160,0.131178889,,,
161,0.001776274,,,
162,0.024119654,,,
163,0.007495644,,,
164,0.050675997,,,
165,0.040613025,,,
166,0.003050559,,,
167,0.031668764,,,
168,0.001608757,,,
169,0.105609974,,,
170,0.017433479,,,
171,0.000516059,,,
172,0.007186331,,,
173,0.165842878,,,
174,0.000710744,,,
175,0.007310064,,,
176,0.001649486,,,
177,0.000246916,,,
178,0.000281453,,,
179,0.010193563,,,
180,0.00132927,,,
181,0.003504112,,,
182,0.040652717,,,
183,0.144648456,,,
184,0.00068149,,,
185,0.000689661,,,
186,0.003153093,,,
187,0.003924724,,,
188,0.026841313,,,
189,0.002685294,,,
190,0.001365653,,,
191,0.002681424,,,
192,0.000325764,,,
193,0.001060132,,,
194,0.008830257,,,
195,0.000853048,,,
196,0.001763703,,,
197,0.011053885,,,
198,0.002307821,,,
199,0.001998327,,,
200,0.001979844,,,
201,0.001304243,,,
202,0.006092684,,,
203,0.008088946,,,
204,0.000714253,,,
205,0.002897871,,,
206,0.000358474,,,
207,0.000796107,,,
208,0.057817038,,,
209,0.000848053,,,
210,0.031317841,,,
211,0.002281904,,,
212,0.00518493,,,
213,0.002679185,,,
214,0.001214072,,,
215,0.075589533,,,
216,0.000648369,,,
217,0.003904044,,,
218,0.003668141,,,
219,0.002637653,,,
220,0.000304328,,,
221,0.02781452,,,
222,0.00164489,,,
223,0.001525011,,,
224,0.036032224,,,
225,0.019086132,,,
226,0.000300413,,,
227,0.026095224,,,
228,0.001855309,,,
229,0.000295914,,,
230,0.000594653,,,
231,0.000161539,,,
232,0.002252958,,,
233,0.00015258,,,
234,0.040240078,,,
235,0.0148235,,,
236,0.001052618,,,
237,0.002223654,,,
238,0.000651705,,,
239,0.00201666,,,
240,0.063165028,,,
241,0.00024356,,,
242,0.039795227,,,
243,0.000643351,,,
244,0.000702645,,,
245,0.000411009,,,
246,0.014933316,,,
247,0.001908567,,,
248,0.012806207,,,
249,0.000624574,,,
250,0.001471078,,,
251,0.066073652,,,
252,0.000139176,,,
253,0.000386801,,,
254,0.001338603,,,
255,0.006300488,,,
256,0.001956803,,,
257,0.000287561,,,
258,0.192065734,,,
259,0.00058462,,,
260,0.00054628,,,
261,0.012708377,,,
262,0.001842698,,,
263,0.000873414,,,
264,0.001073268,,,
265,0.000817386,,,
266,0.019539735,,,
267,0.002204495,,,
268,0.022735959,,,
269,0.000184361,,,
270,0.017257022,,,
271,0.007383796,,,
272,0.000292587,,,
273,0.037051321,,,
274,0.001385795,,,
275,0.010241127,,,
276,0.053561215,,,
277,0.000895954,,,
278,0.002050565,,,
279,0.000229074,,,
280,0.007861675,,,
281,0.000815185,,,
282,0.008404566,,,
283,0.000664707,,,
284,0.00408155,,,
285,0.001757665,,,
286,0.055617928,,,
287,0.000205166,,,
288,0.045281383,,,
289,0.001544871,,,
290,0.000165292,,,
291,0.003376663,,,
292,0.007035622,,,
293,0.001311455,,,
294,0.005268353,,,
295,0.013983027,,,
296,0.122550444,,,
297,0.001764267,,,
298,0.173221813,,,
299,0.006819217,,,
300,0.00073522,,,
301,0.001683577,,,
302,0.007126359,,,
303,0.013812874,,,
304,0.034385396,,,
305,0.001110112,,,
306,0.057024262,,,
307,0.000337386,,,
308,0.003370102,,,
309,0.038667461,,,
310,0.00334108,,,
311,0.046972271,,,
312,0.002545756,,,
313,0.001124321,,,
314,0.008307881,,,
315,0.000241937,,,
316,0.000444559,,,
317,0.018993239,,,
318,0.000242749,,,
319,0.005332197,,,
320,0.016946175,,,
321,0.000546727,,,
322,0.001862196,,,
323,0.000161189,,,
324,0.001113466,,,
325,0.014798407,,,
326,7.43E-05,,,
327,0.005217756,,,
328,0.001411159,,,
329,0.021767805,,,
330,0.003089228,,,
331,0.015521795,,,
332,0.000866591,,,
333,0.000824338,,,
334,0.000237079,,,
335,0.056786976,,,
336,0.001517637,,,
337,0.000172798,,,
338,0.00078559,,,
339,0.019105548,,,
340,0.006859156,,,
341,0.067375408,,,
342,0.001881284,,,
343,0.005550088,,,
344,0.049754264,,,
345,0.004359103,,,
346,0.003575308,,,
347,0.000738431,,,
348,0.007065687,,,
349,0.009549345,,,
350,0.000177149,,,
351,0.005343037,,,
352,0.059348351,,,
353,0.000337223,,,
354,0.014861941,,,
355,0.005890424,,,
356,0.007111354,,,
357,0.012589552,,,
358,0.017388843,,,
359,0.000366578,,,
360,0.000229149,,,
361,0.001248678,,,
362,0.000235466,,,
363,0.001232248,,,
364,0.015600752,,,
365,0.000829347,,,
366,0.000661066,,,
367,0.044048084,,,
368,0.001798072,,,
369,0.007166818,,,
370,0.01337701,,,
371,0.013536614,,,
372,0.020385787,,,
373,0.000348935,,,
374,0.000779985,,,
375,0.006456361,,,
376,0.000645635,,,
377,0.008798565,,,
378,0.002454461,,,
379,0.000288614,,,
380,0.000519965,,,
381,0.054577792,,,
382,0.001811521,,,
383,0.159263541,,,
384,0.011627157,,,
385,0.001441405,,,
386,0.000413417,,,
387,0.000828214,,,
388,0.000423739,,,
389,0.00162471,,,
390,0.002568896,,,
391,0.000691034,,,
392,0.000603135,,,
393,0.002843841,,,
394,0.002307741,,,
395,0.000867078,,,
396,0.004150056,,,
397,0.000454912,,,
398,6.03E-05,,,
399,0.058072685,,,
400,0.007946958,,,
401,0.002600642,,,
402,0.000239972,,,
403,0.022131516,,,
404,0.003169543,,,
405,0.00012226,,,
406,0.001479707,,,
407,0.000516352,,,
408,0.08029869,,,
409,0.001539277,,,
410,0.000741428,,,
411,0.015280527,,,
412,0.000356754,,,
413,0.00630484,,,
414,0.004303534,,,
415,0.012822995,,,
416,0.017690771,,,
417,0.001324163,,,
418,0.012872323,,,
419,0.016161271,,,
420,0.007098903,,,
421,0.020470674,,,
422,0.001618347,,,
423,0.027834244,,,
424,0.005958443,,,
425,0.033068485,,,
426,0.002364209,,,
427,0.001179209,,,
428,0.00046369,,,
429,0.003983551,,,
430,0.001503911,,,
431,0.057760507,,,
432,0.014229295,,,
433,0.006595071,,,
434,0.000245167,,,
435,0.006512508,,,
436,0.001232948,,,
437,0.016173497,,,
438,0.002022299,,,
439,0.001186373,,,
440,0.000217411,,,
441,0.042498576,,,
442,0.002018829,,,
443,0.301304737,,,
444,0.012754755,,,
445,0.000367564,,,
446,0.001590987,,,
447,0.00089123,,,
448,0.001993478,,,
449,0.000527815,,,
450,0.000714286,,,
451,0.000135819,,,
452,0.000448763,,,
453,0.005001403,,,
454,0.007128853,,,
455,0.007780815,,,
456,0.005973665,,,
457,0.002133316,,,
458,0.004663671,,,
459,0.004921874,,,
460,0.011138946,,,
461,0.002183372,,,
462,0.010789887,,,
463,0.005180101,,,
464,0.024180237,,,
465,0.00690193,,,
466,0.008723429,,,
467,0.00027532,,,
468,0.250956617,,,
469,0.092035632,,,
470,0.010823611,,,
471,0.040385386,,,
472,0.001458772,,,
473,0.03385314,,,
474,0.012760978,,,
475,0.000912353,,,
476,0.030375437,,,
477,0.001136271,,,
478,0.004872397,,,
479,0.003555506,,,
480,0.001066311,,,
481,0.001976388,,,
482,0.022477947,,,
483,0.001906,,,
484,0.007346157,,,
485,0.006516847,,,
486,0.006006773,,,
487,0.050353453,,,
488,0.021030647,,,
489,0.012842936,,,
490,0.007145583,,,
491,0.003108541,,,
492,0.000323293,,,
493,0.001225698,,,
494,0.027173364,,,
495,0.026055993,,,
496,0.000298064,,,
497,0.053487744,,,
498,0.00071543,,,
499,0.006955309,,,
500,0.037655657,,,
501,0.004693663,,,
502,0.000413703,,,
503,0.003352436,,,
504,0.016643519,,,
505,0.021581114,,,
506,0.30665027,,,
507,0.16756254,,,
508,0.264542983,,,
509,0.131617173,,,
510,0.047221648,,,
511,0.034897369,,,
512,0.037413027,,,
513,0.003550853,,,
514,0.003290237,,,
515,0.002182929,,,
516,0.000497348,,,
517,0.014385854,,,
518,0.001582179,,,
519,0.01979163,,,
520,0.001558357,,,
521,0.045496349,,,
522,0.118499464,,,
523,0.000699825,,,
524,0.020594981,,,
525,0.000183785,,,
526,0.010662312,,,
527,0.001578343,,,
528,8.79E-05,,,
529,0.000239774,,,
530,0.023812732,,,
531,0.00034665,,,
532,0.001268265,,,
533,0.213506734,,,
534,0.006230334,,,
535,0.016708658,,,
536,0.000937226,,,
537,0.001434064,,,
538,0.004861095,,,
539,0.003546263,,,
540,0.00151623,,,
541,0.001853912,,,
542,0.004489624,,,
543,0.002153841,,,
544,0.001029572,,,
545,0.003746083,,,
546,0.00178755,,,
547,0.000351157,,,
548,0.020971464,,,
549,0.00746066,,,
550,0.001496595,,,
551,0.00205994,,,
552,0.000666391,,,
553,0.003483797,,,
554,0.051233659,,,
555,0.025108253,,,
556,0.016710429,,,
557,0.000556876,,,
558,0.003749047,,,
559,0.003793686,,,
560,0.000624283,,,
561,0.009663904,,,
562,0.005720341,,,
563,0.010627363,,,
564,0.000395912,,,
565,0.00441096,,,
566,0.001672152,,,
567,0.001242112,,,
568,0.001115679,,,
569,0.001613529,,,
570,0.001273977,,,
571,0.004403041,,,
572,0.026919396,,,
573,0.010364414,,,
574,0.004357515,,,
575,0.006008055,,,
576,0.021998723,,,
577,0.001273482,,,
578,0.003764783,,,
579,0.001682976,,,
580,0.158276018,,,
581,0.002194993,,,
582,0.004735057,,,
583,0.096613932,,,
584,0.0004506,,,
585,0.059400343,,,
586,0.012215077,,,
587,0.000807969,,,
588,0.115949264,,,
589,0.0005561,,,
590,0.002330325,,,
591,0.026692503,,,
592,0.000127294,,,
593,0.000324069,,,
594,0.012865711,,,
595,0.006308952,,,
596,0.024324216,,,
597,0.023724888,,,
598,0.010535189,,,
599,0.008973979,,,
600,0.04110641,,,
601,0.0092169,,,
602,0.016850348,,,
603,0.11473803,,,
604,0.007397,,,
605,0.000283601,,,
606,0.002316099,,,
607,0.004107599,,,
608,0.003013876,,,
609,0.000214882,,,
610,0.000859297,,,
611,0.008950364,,,
612,0.001505927,,,
613,0.140777953,,,
614,0.001131621,,,
615,0.002832378,,,
616,0.000599886,,,
617,0.051944135,,,
618,0.003329941,,,
619,0.016649667,,,
620,0.000395779,,,
621,0.029086591,,,
622,0.000237266,,,
623,0.000652475,,,
624,0.003683217,,,
625,0.001046617,,,
626,0.000906427,,,
627,0.00180711,,,
628,0.001196081,,,
629,0.00036487,,,
630,0.024079466,,,
631,0.001039859,,,
632,0.001460249,,,
633,0.00557092,,,
634,0.008993173,,,
635,0.005436881,,,
636,0.004114367,,,
637,0.000230496,,,
638,0.00508099,,,
639,0.000490846,,,
640,0.004926083,,,
641,0.000390074,,,
642,0.053732475,,,
643,0.004099889,,,
644,0.012053246,,,
645,0.000454265,,,
646,0.00017893,,,
647,0.004875131,,,
648,0.003366196,,,
649,0.000547879,,,
650,0.001998433,,,
651,0.003918301,,,
652,0.001429183,,,
653,0.00786713,,,
654,0.022764923,,,
655,0.00634298,,,
656,0.004485772,,,
657,0.000722659,,,
658,0.014437769,,,
659,0.000554841,,,
660,0.00049693,,,
661,0.002188242,,,
662,0.000207661,,,
663,0.003450799,,,
664,0.008657995,,,
665,0.000253837,,,
666,0.000898994,,,
667,0.12093617,,,
668,0.002803452,,,
669,0.002204991,,,
670,0.008201301,,,
671,0.000619311,,,
672,0.000769592,,,
673,0.004836905,,,
674,0.015652792,,,
675,0.000174777,,,
676,0.015553109,,,
677,0.000599982,,,
678,0.000402066,,,
679,0.000219088,,,
680,0.019162579,,,
681,0.003456453,,,
682,0.000128454,,,
683,0.007783837,,,
684,0.053658965,,,
685,0.002826879,,,
686,0.001026017,,,
687,0.099234625,,,
688,0.002705609,,,
689,0.065475358,,,
690,0.031062301,,,
691,0.00050809,,,
692,0.006011093,,,
693,0.006111864,,,
694,5.44E-05,,,
695,0.000568725,,,
696,0.187738222,,,
697,0.001600307,,,
698,0.000649207,,,
699,0.002233305,,,
700,0.005264712,,,
701,0.000376821,,,
702,0.004163558,,,
703,0.001684966,,,
704,0.003011,,,
705,0.001710398,,,
706,0.007863413,,,
707,0.003328967,,,
708,0.278581101,,,
709,0.001769353,,,
