cust_id,pred_prob
1,0.010739066
2,0.027604613
3,0.374810188
4,0.047884462
5,0.142144393
6,0.002815578
7,0.031708634
8,0.018065831
9,0.055507861
10,0.023223498
11,0.057129908
12,0.044396077
13,0.030428735
14,0.037314929
15,0.005315551
16,0.026967071
17,0.074166634
18,0.053457177
19,0.011896476
20,0.049210789
21,0.033344086
22,0.029863865
23,0.019639841
24,0.028601742
25,0.030805885
26,0.031728578
27,0.005376296
28,0.014217963
29,0.135369025
30,0.109405071
31,0.001700494
32,0.013932156
33,0.043444388
34,0.00576517
35,0.01805297
36,0.041004899
37,0.002847863
38,0.029216126
39,0.021326413
40,0.084676067
41,0.0273397
42,0.00324258
43,0.013078289
44,0.006105691
45,0.018801185
46,0.00442875
47,0.008140785
48,0.081694902
49,0.01618632
50,0.01677198
51,0.050700296
52,0.011746902
53,0.021657436
54,0.017268812
55,0.017010438
56,0.068938142
57,0.04182334
58,0.029020709
59,0.004891935
60,0.024026783
61,0.106436064
62,0.007135459
63,0.005838001
64,0.126688139
65,0.031682419
66,0.014655651
67,0.031243607
68,0.199962069
69,0.165314777
70,0.057087928
71,0.021277367
72,0.036377027
73,0.054393154
74,0.038102758
75,0.005260568
76,0.007383448
77,0.003428975
78,0.015072758
79,0.006655698
80,0.062873308
81,0.004446154
82,0.047471942
83,0.027882929
84,0.072855852
85,0.077793632
86,0.027027367
87,0.034014132
88,0.036336908
89,0.112359418
90,0.032078736
91,0.017219176
92,0.027523406
93,0.012738214
94,0.026011222
95,0.007463915
96,0.003195293
97,0.006369529
98,0.039675893
99,0.033013337
100,0.04933507
101,0.04325009
102,0.09350084
103,0.011352918
104,0.059221967
105,0.005680653
106,0.11922703
107,0.019362298
108,0.621636009
109,0.006743895
110,0.011286097
111,0.016385942
112,0.104696372
113,0.048861208
114,0.043986213
115,0.015195565
116,0.01593978
117,0.013418225
118,0.003755665
119,0.038472851
120,0.014213611
121,0.005030145
122,0.498308586
123,0.033350575
124,0.003379284
125,0.003225978
126,0.080550417
127,0.011195432
128,0.003411629
129,0.038888453
130,0.109982441
131,0.018375997
132,0.024714528
133,0.119738828
134,0.465576017
135,0.043935259
136,0.066795071
137,0.060031685
138,0.062588416
139,0.011710328
140,0.057191705
141,0.036157162
142,0.004216634
143,0.014300138
144,0.015878098
145,0.085893284
146,0.016305667
147,0.006884502
148,0.010098316
149,0.109201945
150,0.030606213
151,0.031573308
152,0.067414296
153,0.020844999
154,0.012155529
155,0.007217422
156,0.110673157
157,0.07451922
158,0.099804283
159,0.014126142
160,0.156881059
161,0.059904497
162,0.176794224
163,0.08908483
164,0.212400523
165,0.040672538
166,0.05242881
167,0.067681391
168,0.021835658
169,0.071369503
170,0.056186385
171,0.009510986
172,0.029707484
173,0.088556476
174,0.007081311
175,0.03491538
176,0.008746103
177,0.005520722
178,0.002667786
179,0.14047999
180,0.004404466
181,0.029918122
182,0.105354947
183,0.102225244
184,0.01346858
185,0.009088933
186,0.029509417
187,0.106145768
188,0.102534301
189,0.022717378
190,0.028832248
191,0.041154092
192,0.006975976
193,0.006719436
194,0.042333526
195,0.011902986
196,0.02030167
197,0.036270834
198,0.027580367
199,0.010947302
200,0.056582233
201,0.026997674
202,0.031375968
203,0.068424051
204,0.004285168
205,0.03860332
206,0.012222806
207,0.007900874
208,0.12143909
209,0.034442279
210,0.125394101
211,0.02068855
212,0.01816134
213,0.016851533
214,0.009280978
215,0.095168471
216,0.013828194
217,0.025203457
218,0.171063765
219,0.04251271
220,0.007186923
221,0.052759838
222,0.050823587
